Gene,iPS0,iPS4,iPS7,iPS10,iPS15,iPS20
Aprt,207.6273333,208.91,179.2453333,186.9706667,146.4413333,160.467
Gm14164,0,0,0,0.0504991,0.223059,0.421001667
RP23-155H5.3,0.913859667,0.0364661,0.047870533,0.099866533,0.073728767,0.0848719
Gm12116,0,0.031291633,0.125350867,0.071535767,0.183379333,0.410538
11-Mar,0.122132667,0.054277333,0,0.062380333,0.052482667,0.312814
Serp2,3.4302,3.055706667,2.181656667,1.385043333,2.59664,2.770696667
Kpna4,54.3713,49.31723333,46.46046667,44.38203333,34.98386667,34.9404
Plxna3,9.248653333,6.179863333,11.01883333,10.04522333,8.538803333,8.03221
Cox7a2,220.3186667,254.281,222.8503333,252.8206667,229.5186667,223.101
Cabp7,0,0.023931467,0.040026167,0.027735,0.298952667,0.455611333
Sumo3,127.1526667,153.238,143.4553333,159.2056667,177.7623333,184.6476667
Zc3h11a,49.8507,45.0016,47.00103333,43.74933333,34.74943333,34.61286667
Zrsr1,3.97044,3.281733333,3.052293333,2.404566667,3.193193333,3.749223333
Kcnn2,0.115311467,0.066496767,0.070031,0.101129,0.306601333,0.816814667
2600006K01Rik,1.299137,0.212387333,0.136509667,0.123090667,0.157882667,0.093248
4933404M02Rik,0.599337767,0,0,0,0.359322467,0.053195067
2010107G12Rik,0.074511167,0.206802467,0.691876667,3.62265,7.03211,5.68191
AC092094.1,0.846329667,0.627127333,1.217326667,1.8328,3.063216667,2.527386667
Gm8806,0.676778,0.838132,0.784160667,0.92005,1.001059333,0.787745
Gm15648,4.337293333,6.962193333,3.33867,3.297835333,0.796593333,0.675102513
Gm1305,0,0.008171767,0.008733967,0.019027,0.1441485,0.271523
Angptl1,0.887549,0.023661,0.050266933,0.038369333,0.052113767,0.024614467
Xlr3c,0,0.019793167,0.02126,0.088195833,0.196227,0.317325333
Il1r2,0.115301333,0.024149733,0,0.027769867,0.283581,0.327027333
Fabp3-ps1,0.592078333,0,0.130071667,0.210221667,0.280222,0.540553667
Med12,15.14243333,19.95563333,21.04583333,19.60483333,19.20613333,19.74063333
Tmem213,0,0,0,0,0.314635667,0.167558
Srebf2,58.9125,61.42936667,56.1013,53.71636667,61.49653333,58.9918
Fgd2,0.203343,0.125566,1.45456,1.478403333,1.666083333,0.971838333
Rasl10a,0.060728667,0.173995667,0.1231989,0.131938333,0.366708,0.559405
Serpina3i,0.131288333,0.166878333,0.080010733,0.296582333,1.616246667,1.314430667
Gm6419,1.183778333,1.50779,1.342123333,1.429262667,1.354952333,2.235863333
U2af1l4,31.2459,37.6364,43.5212,35.15813333,34.69963333,36.29456667
Cox4i1,684.5473333,692.7996667,596.4156667,666.8963333,570.7703333,591.172
Rps11,2070.326667,2512.863333,2128.473333,2427.36,1968.486667,2140.276667
Sympk,64.0173,68.4,76.3181,75.47026667,86.82083333,80.10946667
Zfp810,2.71677,2.015953333,2.760806667,1.896086667,2.34164,2.707603333
Gm6047,0.779456,0.679295667,0.806311333,0.849273667,0.806246333,0.646056
Ndufaf5,15.51786667,15.6246,15.06626667,15.90526667,16.41916667,19.35246667
Zfp426,8.136486667,10.5425,9.888586667,11.6685,9.517876667,7.349923333
Gm12786,0,0.252630333,0.687989667,0.71672,0.348391333,0.371464333
Gm15975,1.590341333,1.070141,1.029245333,0.947864667,1.116624333,1.009896333
Lrrtm3,1.399966667,0.0073605,0.028516167,0.117526,0,0.011434367
Coro7,10.32991667,10.76565667,12.05046667,11.13020333,11.26131333,17.4845
Awat2,0.146608667,0.845874333,0.841868667,0.433265667,0.876527,0.649126333
B230314M03Rik,0.754447947,0.794658667,2.946476667,3.417436667,3.262036667,2.79384
Gm14091,0.252638667,0.834784667,1.905153333,1.091850667,1.26583,3.514056667
Lphn1,22.18503333,15.98276667,33.6317,27.27916667,38.3022,36.17243333
Slc7a6os,24.9888,25.3196,26.2084,28.77246667,26.0057,28.09733333
D330020A13RIK,0,0.063458667,0.378891667,0.979914667,1.752176667,1.745203333
Mak,0.031820067,0.008636767,0.009231133,0,0.119826533,0.167127667
Gm17210,0,0.153947667,0.807259333,0.708066667,1.263135333,1.90188
Dnttip1,27.62386667,32.54186667,26.60026667,28.59083333,26.98093333,25.61573333
Gm16220,0,0,0,0,0.349618333,0.271366
Fndc9,0.172895333,0.337871333,0.323340333,0.191191667,0.214390333,0.319968667
Gm15915,0,0.078204333,0.082782,0,0,0.036469667
Ppp4c,110.2923333,116.8736667,97.7634,116.1536667,103.1085333,100.6413
Gm12593,0,0,0,0.057535667,0.048406333,0.395174333
Wdfy3,12.31886667,13.72836667,16.65973333,14.67726667,12.10243333,8.448
AC119917.1,0,0.046446333,0.078433,0.034066,0.231638267,0.435985667
Spata2l,0.961315667,0.473902333,0.526489667,0.870821667,0.789806,0.529511667
Gsta3,0.153933333,2.654973333,10.661,20.48716667,4.800816667,1.253893
Prickle3,2.821426667,1.849603333,1.414076667,0.862884,2.222146667,1.585346667
Gm1564,0.0614494,0.053781667,0.061074333,0.054923033,0.1374956,0.871003
Gpr30,1.75209,0.642459667,0.265758667,0.238947133,0.827041333,0.195626667
Vps52,34.8823,28.04336667,28.3502,30.10083333,23.90766667,28.28606667
Tgm1,0.0447218,4.106776667,24.84993333,31.03893333,14.12556667,16.99983333
4930566F21Rik,0.059313767,0.279616333,1.275291,3.375866667,6.307703333,12.47977
Nme5,0.644241,0.772124,0.737106,0.241645,0.708223,0.646361333
Gpatch3,6.343003333,6.769363333,5.324163333,8.532426667,6.385866667,3.956413333
Gm13680,3.193323333,3.61714,3.04793,3.898056667,3.062863333,3.284816667
Asgr2,0.140527333,0.532740333,0.128404,0.679897667,0.811444,1.052591
Zfp933,3.099346667,3.65261,4.045483333,3.038876667,3.18088,2.16859
Tjp3,0,0.782303667,4.009906667,6.056096667,8.422626667,8.60239
Gm15406,1.944530333,0,0,0,0,0
Gm9803,1.128592,2.716083333,1.147946667,1.120846667,1.458183333,2.050406667
8430423G03Rik,1.201801333,0,0,0,0.055879,0
Mrpl13,81.7889,98.42053333,88.67526667,105.589,102.9445667,106.828
Gm16093,0,0.156726333,1.627298667,0.340299667,0.273736667,1.430875667
Klk13,0,0,0.140229333,0.298058,0.3687919,0.1584231
Ccdc159,1.598223333,0.204854,0.806951,0.230761667,0.429183667,0.523488
Zfp811,0.145437667,0.863361667,2.483473333,1.056169667,2.33333,2.50561
Ccdc55,28.12846667,21.40806667,29.77933333,23.7834,30.05793333,27.9497
Gm20412,7.77121,7.93223,9.75266,7.128543333,32.1714,41.23056667
Slc23a2,7.478383333,9.932886667,12.70666667,12.67816667,8.24849,6.872756667
Gm15640,1.271563667,0,0,0,0,0
Kbtbd3,1.119180667,1.528563333,1.26227,1.224636667,1.34244,1.2148
Cmbl,1.19871,0.4267674,0.233210333,0.470405,0.227206567,0.172483333
2210409E12Rik,0,0,0,0.325497667,0,2.859026667
Metazoa_SRP,0,0,0.83501,0.443426667,0.352576667,3.196173333
3200002M19Rik,61.7869,68.73736667,65.47236667,93.95766667,89.281,96.00626667
Gm16437,2.163917333,0.466278333,0.690703333,0.728456,0.751575667,1.217433333
Necab2,0.104465333,2.642403333,3.775326667,3.190696667,3.761096667,5.186046667
Pisd-ps2,1.236802333,0.721467667,0.890703333,0.548588,0.731266,0.517611667
Tpt1-ps6,2.017903333,1.403484667,1.143061333,1.478982,0.637166,1.65779
Fars2,6.69176,6.058216667,6.412486667,6.203163333,8.051456667,8.436983333
9430069I07Rik,0,0,0,0,0.193698667,0.403322667
Gm13239,0,0,0,0,0.056144,0.307128667
Psme2b-ps,2.768983333,0.961366,0.800625667,1.216079333,0.868120667,1.194506667
Gm15777,0.523143,1.317483,4.19455,1.94057,2.68597,2.465256667
Riiad1,1.424016333,0.259208,0.359938,0.075456667,0.179965667,0.561062667
Jup,72.01583333,67.58353333,94.33133333,101.9610333,63.18696667,65.86873333
Zfp54,2.232076667,1.868696667,2.728543333,2.63237,2.470813333,2.67779
Cpt2,18.6575,20.00223333,18.73316667,16.9333,18.3202,21.3108
Nsf,36.17506667,43.8101,49.30613333,33.9051,34.1569,36.3946
Itga2b,3.18973,0.522793333,1.679264667,0.812944667,1.923826667,1.757413333
Stxbp5,12.19407,7.75678,10.15081,12.17446,6.75194,6.93129
Pan3,26.356,35.0793,42.42253333,35.198,34.44853333,18.5809
Sema4f,0.913173,0.647125333,0.437735667,1.367676667,2.050248333,1.444386667
Gm16284,1.376126667,0.732310667,0.317185333,0.161419333,0.128060333,0
Gm16071,0,0.048018,0.665430333,0.840994333,1.240192,1.551296667
Sh3gl2,0.070208667,0.443719667,5.549843333,9.90351,16.45926667,23.2079
Spsb2,13.95256667,8.980826667,7.667173333,7.80164,4.343356667,5.560046667
Kremen2,0,0.0142529,0.095733,0.144080933,0.631246333,0.921503
Gm14492,1.03075,0.0674867,0.0567551,0,0.035434533,0.027006867
C330006D17Rik,0.529306,0.992088,1.587191667,0.743120667,0.907235,1.433506333
Ttll5,13.60483333,6.012893333,5.77092,6.256416667,6.91932,5.636273333
Zscan30,1.051766333,0.883042667,1.218402,0.934391,0.594787333,0.280319667
Stam,39.45263333,25.0552,26.8805,23.32946667,21.20066667,25.08516667
Myom1,9.625573333,0.100897767,0.190577,0.209177,0.256141333,0.188364667
Gm6563,2.34997,3.35546,2.719503333,2.556833333,3.31231,3.213163333
Mrps18a,49.98683333,49.5392,44.79353333,60.91323333,61.62993333,54.33996667
Sstr4,1.354473333,0.064245467,0.040339433,0.0265621,0.063766733,0.0122776
CT025649.1,0.920939667,0.032787367,0.1476884,0.178280667,0.058145033,0.038961933
Prss8,0,0.033103333,1.088488333,1.402893667,3.707453333,4.090063333
Elf3,0,0.616693333,2.028203333,3.8628,2.423923333,3.640733333
Unc45b,0,0.105686267,0.705374667,3.143973333,5.74008,7.316873333
Gm15050,9.23872,2.72606,0.679751,1.174412333,0.438485667,0.534006333
Cic,54.96273333,27.19966667,35.11676667,31.156,27.8388,33.58836667
Rnf123,22.81803333,23.75766667,27.00183333,28.76463333,24.16466667,23.62306667
Cerkl,0.750413,0.894340667,1.227729667,0.3212503,0.692126667,0.131848967
6030455H03Rik,0.301348,0.085163667,0.087732667,0.238282,0.304886333,0.576872667
Ybx2,0.175453667,0.219498333,1.929972667,1.449856,2.737806667,6.25911
Syngr2,91.3085,139.8543333,120.3166667,143.11,166.7176667,136.6673333
Vpreb3,0,0.530795667,0.573473,0.832828,2.007903333,4.87365
Nkx1-2,0,0.053076233,0.0671209,0.2133649,0.473060333,0.086672433
Vdac3-ps1,1.648973333,1.561286667,0.990572667,1.034018,1.041044333,1.030975
Gm20398,2.665726667,0.631479,0.043182333,0.07858616,0.050775333,0.21944
CT025557.1,0.998657,0.413632,0.429774,0.187153,0.081750733,0.084209333
AC111120.1,0.970869667,0.021296567,0.024516367,0.0240604,0,0.020363767
Yipf6,11.95023333,10.91557333,11.84933333,13.9309,10.17200667,9.858206667
Gm11607,0,0.109742333,0.123226,0,0,0.111356
Gadl1,1.035194333,1.033813333,0.732849333,0.871880667,0.996969667,1.175583333
Prrg1,1.324573333,1.081200667,0.671174,0.289023333,0.869694667,1.261746667
Irak3,1.62215,2.022463333,3.182543333,1.535876667,1.078774333,1.859233333
Gm5566,4.164116667,2.882283333,2.153863333,1.608474667,2.525996667,2.37869
Tfcp2l1,0.0204346,0.268457667,2.075543333,2.256823333,4.496636667,12.82396667
Padi2,0.025963667,0.431469333,0.947804333,1.419826667,2.427773333,2.556393333
Gm15118,2.027777,3.009163333,2.104916667,1.822836667,1.75995,3.09185
Prkx,6.109786667,5.182396667,5.731606667,7.211873333,6.38006,5.049906667
Gm11695,0,0,0,0,0,0
Tmem67,2.712913333,2.740553333,2.99037,2.688433333,2.551356667,2.09151
Slc25a12,46.40406667,59.4195,40.85023333,45.73606667,41.54976667,27.38286667
Gstm3,0,0,0.057240333,0.306726667,0.723712,1.264994667
Rnf208,0.100342767,1.615216667,8.426746667,16.1694,12.2145,10.09232
Fam57b,0.0712141,0.090375533,0.070395633,0.180845333,0.396675333,0.697424667
Ttc9c,27.8658,31.99756667,29.59503333,30.2098,29.34556667,24.70116667
Gm12216,0.497868333,0,0,0,0,0.306463
AL627304.1,0,0.061724,0.130646,0.209668,0.112515133,0.201244
Gm16233,0,0,0,0.022128633,0.325364333,0.330793333
Glcci1,0.601614,0.936491,0.830671667,0.840411,0.335858333,0.273390467
Klhdc3,43.64586667,45.74426667,46.33043333,43.55983333,50.9552,46.03893333
Cdc73,0,0.047572333,0.800865333,0.076238653,0.000394847,1.668293333
Chd2,12.03614667,12.01238,17.3204,16.86443333,13.83433333,13.03066667
Gm15645,0.236387333,0.614850333,0.543570333,0.659098,0.822868,1.011224333
Camsap3,0.052891633,0.738615,3.92493,12.0878,11.28403333,8.13153
Ift140,8.945733333,12.25263333,13.02603333,8.054186667,12.02273333,10.98022
Trim41,31.069,23.0355,28.25663333,25.02766667,33.49113333,28.79133333
Hlx,4.369056667,0.485016,0.098558967,0.097722,0.012006533,0.0800944
Gm19357,0.401316333,0.449781333,0.525512333,0.793043333,0.626140333,0.432774333
Tcp11l1,13.17503333,22.70676667,18.92753333,12.10321,9.688426667,11.9594
Mier3,7.018636667,7.789406667,8.830256667,7.83716,5.941673333,5.891786667
Cfp,4.7177,2.776116667,4.971116667,10.70950667,15.63626667,10.55069333
Tnni1,1.077989333,1.043521,1.261423,0.616398,1.155846,1.34704
Smpd3,1.676236667,0.423544,0.179656,2.081773333,4.84837,1.512566667
Tmc4,4.226403333,5.838183333,6.46173,4.385326667,8.6469,11.17043333
Far2,0.879918333,0.635352667,1.37514,1.323963333,1.030039,1.196936667
Hspa1l,0.887926,0.639125667,0.917623667,1.321236667,1.37406,1.73835
Vault,19.6638,0,9.668866667,0,0,9.134166667
Gm11632,1.710613333,0.696482,2.224246667,0.61913,0.465649567,0.050400333
Zfp597,3.638516667,2.673923333,3.897853333,4.391083333,3.590213333,3.172216667
Gm6091,0,7.3438,11.7542,8.066033333,13.22837667,6.605076667
Pnp2,0.778351667,1.097044333,1.853516667,6.80014,9.127973333,8.966993333
Raet1e,3.295803333,0.1401993,0.058944333,0.481532333,0.419592667,1.405256667
Pou2f3,0.0292802,0.0490458,0.0928519,0.482665,1.58373,1.259936667
Spata1,0.935151667,1.132883333,1.203344,0.668796333,0.972018667,1.011057
Gm15417,9.532856667,5.923626667,3.30135,3.41823,1.976234667,1.873861
Mtbp,15.11003333,19.64873333,21.0407,21.55146667,26.9511,28.80906667
Mrrf,20.82446667,18.9738,19.13323333,23.79353333,19.4224,19.53283333
Gm12941,0,1.846336667,4.090533333,1.00357,0.796393333,2.697543333
2610019E17Rik,38.7545,61.2118,55.5054,71.87356667,36.75593333,48.35693333
Spg7,54.65576667,34.0283,41.0184,35.7777,38.02666667,35.1715
Vta1,91.23993333,63.90466667,63.99016667,79.71996667,88.71263333,65.3038
Gm16022,0,0.088104,0.547833,1.157588667,1.169233,0.914169667
Myo1h,1.40348,1.22742,0.836434,1.052444333,1.483433333,1.297373333
Kansl2,29.44073333,31.22836667,29.94403333,33.74816667,33.0128,30.57303333
Psd4,2.520036667,0.259588,1.704258667,2.996436667,4.94914,2.937243333
Abcb10,15.75466667,11.7157,9.04044,7.56391,7.576123333,6.74806
Lrguk,0.172919667,0.0446541,0.120012333,0.1428758,0.332833,0.384900333
Spnb3,0.0705565,0.033873633,0.301035,0.673403333,1.18162,0.783246333
AI118078,0.029493933,0.050307933,0.1497684,0.208004667,0.168285667,0.241968
Cnih2,2.122416667,0.400166333,0.631752667,0.538069,0.629865,0.896451667
Gm3470,0.726830333,0.267627333,0.550491333,0.353941,0.797596333,2.130453333
Rpp21,32.0331,26.55463333,25.09393333,30.1441,29.70916667,32.10436667
Tslp,2.851976667,0.0287908,0.033143633,0.033941667,0.052789067,0.085010333
Gm13050,2.57506,3.311253333,2.97333,3.17056,2.817273333,2.909433333
Ints12,14.0147,14.1764,12.86433333,14.81843333,15.55063333,14.69826667
Rab42,0.957377667,0.544602,0.433022333,0.333863667,0.684706,1.53783
Gm11520,1.031370667,0.391736667,0.424218667,0.879808333,0.469054333,0.981249667
Hsd17b4,36.20523333,32.3879,37.78166667,31.14643333,31.2954,34.1957
Gm6682,2.237793333,0.626854667,0.663614667,0.696976667,0.295703,0.318138667
4931440L10Rik,0.1124104,0.024230833,0.026571467,0.053739167,0.065585367,0.124186467
Acta1,30.29963333,0.067102233,0.118161667,0.597739667,0.994572333,0.898136667
Iqce,12.02026667,16.6892,18.49233333,15.98653333,14.7344,13.515
Man1b1,47.41996667,33.58036667,34.39216667,34.24323333,34.3202,32.18633333
Rbm15b,8.449316667,5.223186667,3.361586667,6.584896667,5.793273333,3.783103333
Gm13147,0.0283672,0.216141333,0.233714,0.324268333,0.4176451,5.168963333
mmu-mir-155,1.283562667,0.077076567,0.029087333,0.088615233,0.068975533,0.094311667
Cpeb3,0.751050333,0.607309333,1.11782,1.740173333,2.131486667,2.038156667
2210404O07Rik,0.577952333,0.345374,0.318466667,0.112777333,0.317957333,0.688298667
Cul3,113.8013333,100.6110333,100.9673,110.5916667,78.2569,81.72353333
Gm9385,25.97716667,27.6482,22.13983333,24.8444,25.1439,25.6083
Rplp0,2313.06,3061.846667,2630.536667,2805.996667,2487.8,2554.426667
Ndufa4l2,1.264826333,2.39827,3.656093333,0.204229333,3.24503,2.35185
Zscan29,5.977883333,6.175806667,5.811596667,5.27001,4.316436667,3.993226667
Ncoa4,1.794143333,1.35005,1.423963333,1.063554,1.086862,1.333055
Stx1b,0.0947224,0.208140333,0.820380333,0.247349667,0.651292,1.066471667
1700003M02Rik,0.233667,0.419851,0.318235333,0.255951333,0.028663033,0.133434033
SCARNA16,3.09165,11.84622667,23.63316667,32.0226,25.257,29.5039
Syt12,2.409463333,2.778356667,2.653106667,2.51687,1.299586333,2.007936667
Kdm5c,36.3994,47.091,48.85506667,47.50803333,44.00983333,46.69103333
Aqp3,0.213538,4.242703333,23.18306667,45.85113333,18.59073333,18.2466
Fut9,0.005426447,5.466226667,11.3942,10.10849667,8.383696667,7.611216667
Zfp276,12.44236667,6.485823333,7.580336667,6.57476,5.856103333,4.77574
Mcts2,12.5761,18.96113333,18.35723333,21.64016667,20.8064,19.40296667
Zfp689,2.023616667,4.09793,3.363406667,2.751736667,3.76497,4.151876667
Pfdn1,99.96486667,87.43253333,106.6616667,98.73413333,80.7054,116.6326667
Rps15-ps2,4.949813333,6.429673333,5.11541,4.658856667,3.641493333,4.478546667
Tdrd5,0.019979567,0.009046,0.457122333,1.049118667,3.144743333,2.27249
2210016L21Rik,32.4743,27.69023333,24.56353333,25.4864,33.0682,35.7978
Slc13a5,1.290592,0.406070967,0.529422967,0.278717,1.795963333,2.99351
Rpl39-ps,26.0665,73.70446667,22.52846667,79.37056667,64.024,26.00993333
Fau,34.06726667,42.60746667,31.8372,31.5123,31.88966667,41.55853333
Cnot6l,13.17299,23.51223333,20.49946667,14.1298,11.94387,11.07066667
Pfn4,0.611044333,0.364237667,0.451501,0.439494033,0.549381667,0.616049667
Trim44,43.27153333,34.58103333,44.76063333,23.8113,27.61976667,24.9157
Zfp12,5.847456667,8.559023333,9.23173,6.879686667,7.914196667,6.02775
Gm13436,7.665386667,9.538016667,8.49101,9.605016667,7.904873333,8.029646667
Ccdc6,25.89303333,23.52096667,23.51563333,22.94296667,23.0712,21.66403333
Ly6g6e,0.029315967,0.886551333,2.897603333,3.934723333,6.546356667,8.174513333
Zranb1,12.02576667,15.10916667,17.08906667,16.51096667,16.46446667,17.13853333
A530095I07Rik,0.847178333,0,0,0,0,0
Tceal5,1.412515333,0.698312,0.633824,0.036642,1.48916,0.755540667
Sel1l3,0.014902767,0.024916667,0.088097433,0.416624333,0.171769667,0.395856667
Rxrg,0.040860333,0.17616,0.625723333,0.800341,0.462817333,0.197528067
Ppp6r1,34.63576667,34.0129,32.30026667,34.60003333,33.8449,30.68893333
Esx1,0.117505933,0.369371,4.971306667,29.5234,42.7253,30.76153333
Strn4,42.43643333,59.44456667,54.3897,57.8913,62.68263333,51.80246667
Zkscan6,6.17924,7.289886667,7.513386667,7.919036667,8.131143333,6.97019
CU463325.1,0,0,0.067226,0,0,0.177453
Ccne2,11.68493333,29.4304,21.14723333,26.54376667,18.59803333,9.07321
SNORA42,0,82.83333333,84.33366667,0,224.2026667,229.3443333
Fbxo47,0.132427,0.367606667,0.361607,0.561034,1.151001667,0.866753667
Gm11940,0.637619333,1.865206667,1.715321,2.12162,2.259036667,1.407691333
Gm13151,0.0228957,0.0725958,0.1479162,0.247668333,0.43193,2.431033333
Slx4,17.4485,12.03426667,16.35596667,15.52123333,16.60073333,16.31363333
Rasef,0.032752,0.23066,1.255133333,3.161573333,1.937146667,1.375456667
Zfp758,1.955576667,1.466760667,1.465853333,1.45177,1.232883333,1.431156667
Gtf2i,67.12456667,100.4447667,95.7896,90.56026667,81.959,72.1099
Unc13a,1.004832667,0.247240667,0.352542333,0.644470667,0.730442,0.962676333
Pih1d2,2.29017,1.54034,2.424466667,2.156616667,2.936973333,3.295873333
Hps4,10.59780333,12.65306667,13.6975,13.85446667,14.12966667,15.76113333
Armc9,9.04384,5.445373333,6.794143333,7.872496667,7.67835,6.27409
Gm2214,0,0,0.764115667,0.256077667,0.650770333,0.235795667
Gm14233,2.71551,0,0,1.276603333,0,0.129535
Gm15892,0.322767667,0.602471,1.535711667,2.050063333,2.216486667,2.480773333
Pex11b,20.2579,26.90256667,25.25576667,17.27956667,20.2028,24.11366667
Wbscr22,81.64796667,89.6713,78.1445,96.058,100.3991667,113.2173333
Gm20659,3.4907242,0,1.192673333,0.543886667,0.452595667,0.720078667
Gm20517,0.67978,0.805328333,0.967024,0.490097367,1.177801,0.887235
Cnot7,66.50026667,97.14526667,110.6439333,122.301,86.63866667,59.42063333
Alg11,13.7951,11.68023333,13.64376667,13.82073333,14.513,9.42716
Ecel1,0.113057833,0.370543667,0.828639667,1.9621,0.596529333,1.409706667
Dennd4c,9.25268,15.6203,17.3133,12.69986667,11.7258,12.9486
AC107846.1,0.237847633,0.883461667,0.835794333,0.699183,0.616267,0.433817
Gm12247,0.511233667,0.059561,0.127949,0.202028,0.318908333,0.622567
Foxd3,0.030276867,0,0.0275838,0.013835833,0.448355,0.84185
Gm15964,0.285271,1.046803333,2.12559,2.62191,2.920763333,2.240776667
Shb,25.71463333,27.38643333,23.08223333,32.10023333,29.78423333,28.869
Becn1,140.0716667,136.944,107.1673333,133.3296667,148.58,123.3986667
Gm9913,1.796073333,0.104354333,0.105925,0.072109,0.029108933,0.030200433
Gtf2h1,52.8833,46.27833333,51.4097,60.16333333,52.6751,47.37526667
Chrnb1,5.173386667,3.646366667,5.207033333,4.319686667,3.515343333,5.338376667
Pdss2,6.679066667,6.003436667,5.66813,5.452903333,6.032076667,5.80638
